# text	intent	autonomy	objective	drone_role	codegen_focus	intel_focus	mission_style
Operator directive 11756: dispatch Hannibal to improve english understanding, custom drone building, python code generation, telemetry intelligence, and mission conduct discipline on segment 166.78.0.0/24 with flanker drones.	query_status	enforce	secure mission corridor	flanker	typescript_operator_ui	network_topology	aggressive
Operator directive 11757: initiate Hannibal to repair operator grammar, sensor fusion drone building, typed code generation, forensic intelligence, and mission conduct resilience on segment 167.81.0.0/24 with watchdog drones.	resume_campaign	observe	track lateral movement	watchdog	rule_signatures	anomaly_correlation	balanced
Operator directive 11758: start Hannibal to expand mission vocabulary, power-aware drone building, template code generation, signal intelligence, and mission conduct adaptability on segment 168.84.0.0/24 with striker drones.	pause_campaign	contain	build drone code modules	striker	infra_automation	threat_hypothesis	resilient
Operator directive 11759: activate Hannibal to resolve ambiguous directives, rapid modular drone building, test-first code generation, hypothesis intelligence, and mission conduct safety on segment 169.87.0.0/24 with encircler drones.	abort_campaign	enforce	generate payload templates	encircler	ai_prompt_chains	mission_forensics	adaptive
Operator directive 11760: deploy Hannibal to improve english understanding, custom drone building, python code generation, telemetry intelligence, and mission conduct discipline on segment 170.90.0.0/24 with scout drones.	deploy_agent	observe	map network	scout	python_payloads	host_discovery	stealth
Operator directive 11761: launch Hannibal to repair operator grammar, sensor fusion drone building, typed code generation, forensic intelligence, and mission conduct resilience on segment 171.93.0.0/24 with mapper drones.	set_target	contain	find credentials	mapper	yaml_playbooks	credential_intel	aggressive
Operator directive 11762: dispatch Hannibal to expand mission vocabulary, power-aware drone building, template code generation, signal intelligence, and mission conduct adaptability on segment 172.96.0.0/24 with harvester drones.	set_objective	enforce	identify domain controller	harvester	typescript_operator_ui	network_topology	balanced
Operator directive 11763: initiate Hannibal to resolve ambiguous directives, rapid modular drone building, test-first code generation, hypothesis intelligence, and mission conduct safety on segment 173.99.0.0/24 with flanker drones.	adjust_autonomy	observe	enumerate exposed services	flanker	rule_signatures	anomaly_correlation	resilient
Operator directive 11764: start Hannibal to improve english understanding, custom drone building, python code generation, telemetry intelligence, and mission conduct discipline on segment 174.102.0.0/24 with watchdog drones.	query_status	contain	secure mission corridor	watchdog	infra_automation	threat_hypothesis	adaptive
Operator directive 11765: activate Hannibal to repair operator grammar, sensor fusion drone building, typed code generation, forensic intelligence, and mission conduct resilience on segment 175.105.0.0/24 with striker drones.	resume_campaign	enforce	track lateral movement	striker	ai_prompt_chains	mission_forensics	stealth
Operator directive 11766: deploy Hannibal to expand mission vocabulary, power-aware drone building, template code generation, signal intelligence, and mission conduct adaptability on segment 176.108.0.0/24 with encircler drones.	pause_campaign	observe	build drone code modules	encircler	python_payloads	host_discovery	aggressive
Operator directive 11767: launch Hannibal to resolve ambiguous directives, rapid modular drone building, test-first code generation, hypothesis intelligence, and mission conduct safety on segment 177.111.0.0/24 with scout drones.	abort_campaign	contain	generate payload templates	scout	yaml_playbooks	credential_intel	balanced
Operator directive 11768: dispatch Hannibal to improve english understanding, custom drone building, python code generation, telemetry intelligence, and mission conduct discipline on segment 178.114.0.0/24 with mapper drones.	deploy_agent	enforce	map network	mapper	typescript_operator_ui	network_topology	resilient
Operator directive 11769: initiate Hannibal to repair operator grammar, sensor fusion drone building, typed code generation, forensic intelligence, and mission conduct resilience on segment 179.117.0.0/24 with harvester drones.	set_target	observe	find credentials	harvester	rule_signatures	anomaly_correlation	adaptive
Operator directive 11770: start Hannibal to expand mission vocabulary, power-aware drone building, template code generation, signal intelligence, and mission conduct adaptability on segment 180.120.0.0/24 with flanker drones.	set_objective	contain	identify domain controller	flanker	infra_automation	threat_hypothesis	stealth
Operator directive 11771: activate Hannibal to resolve ambiguous directives, rapid modular drone building, test-first code generation, hypothesis intelligence, and mission conduct safety on segment 181.123.0.0/24 with watchdog drones.	adjust_autonomy	enforce	enumerate exposed services	watchdog	ai_prompt_chains	mission_forensics	aggressive
Operator directive 11772: deploy Hannibal to improve english understanding, custom drone building, python code generation, telemetry intelligence, and mission conduct discipline on segment 182.126.0.0/24 with striker drones.	query_status	observe	secure mission corridor	striker	python_payloads	host_discovery	balanced
Operator directive 11773: launch Hannibal to repair operator grammar, sensor fusion drone building, typed code generation, forensic intelligence, and mission conduct resilience on segment 183.129.0.0/24 with encircler drones.	resume_campaign	contain	track lateral movement	encircler	yaml_playbooks	credential_intel	resilient
Operator directive 11774: dispatch Hannibal to expand mission vocabulary, power-aware drone building, template code generation, signal intelligence, and mission conduct adaptability on segment 184.132.0.0/24 with scout drones.	pause_campaign	enforce	build drone code modules	scout	typescript_operator_ui	network_topology	adaptive
Operator directive 11775: initiate Hannibal to resolve ambiguous directives, rapid modular drone building, test-first code generation, hypothesis intelligence, and mission conduct safety on segment 185.135.0.0/24 with mapper drones.	abort_campaign	observe	generate payload templates	mapper	rule_signatures	anomaly_correlation	stealth
Operator directive 11776: start Hannibal to improve english understanding, custom drone building, python code generation, telemetry intelligence, and mission conduct discipline on segment 186.138.0.0/24 with harvester drones.	deploy_agent	contain	map network	harvester	infra_automation	threat_hypothesis	aggressive
Operator directive 11777: activate Hannibal to repair operator grammar, sensor fusion drone building, typed code generation, forensic intelligence, and mission conduct resilience on segment 187.141.0.0/24 with flanker drones.	set_target	enforce	find credentials	flanker	ai_prompt_chains	mission_forensics	balanced
Operator directive 11778: deploy Hannibal to expand mission vocabulary, power-aware drone building, template code generation, signal intelligence, and mission conduct adaptability on segment 188.144.0.0/24 with watchdog drones.	set_objective	observe	identify domain controller	watchdog	python_payloads	host_discovery	resilient
Operator directive 11779: launch Hannibal to resolve ambiguous directives, rapid modular drone building, test-first code generation, hypothesis intelligence, and mission conduct safety on segment 189.147.0.0/24 with striker drones.	adjust_autonomy	contain	enumerate exposed services	striker	yaml_playbooks	credential_intel	adaptive
Operator directive 11780: dispatch Hannibal to improve english understanding, custom drone building, python code generation, telemetry intelligence, and mission conduct discipline on segment 190.150.0.0/24 with encircler drones.	query_status	enforce	secure mission corridor	encircler	typescript_operator_ui	network_topology	stealth
Operator directive 11781: initiate Hannibal to repair operator grammar, sensor fusion drone building, typed code generation, forensic intelligence, and mission conduct resilience on segment 191.153.0.0/24 with scout drones.	resume_campaign	observe	track lateral movement	scout	rule_signatures	anomaly_correlation	aggressive
Operator directive 11782: start Hannibal to expand mission vocabulary, power-aware drone building, template code generation, signal intelligence, and mission conduct adaptability on segment 192.156.0.0/24 with mapper drones.	pause_campaign	contain	build drone code modules	mapper	infra_automation	threat_hypothesis	balanced
Operator directive 11783: activate Hannibal to resolve ambiguous directives, rapid modular drone building, test-first code generation, hypothesis intelligence, and mission conduct safety on segment 193.159.0.0/24 with harvester drones.	abort_campaign	enforce	generate payload templates	harvester	ai_prompt_chains	mission_forensics	resilient
Operator directive 11784: deploy Hannibal to improve english understanding, custom drone building, python code generation, telemetry intelligence, and mission conduct discipline on segment 194.162.0.0/24 with flanker drones.	deploy_agent	observe	map network	flanker	python_payloads	host_discovery	adaptive
Operator directive 11785: launch Hannibal to repair operator grammar, sensor fusion drone building, typed code generation, forensic intelligence, and mission conduct resilience on segment 195.165.0.0/24 with watchdog drones.	set_target	contain	find credentials	watchdog	yaml_playbooks	credential_intel	stealth
Operator directive 11786: dispatch Hannibal to expand mission vocabulary, power-aware drone building, template code generation, signal intelligence, and mission conduct adaptability on segment 196.168.0.0/24 with striker drones.	set_objective	enforce	identify domain controller	striker	typescript_operator_ui	network_topology	aggressive
Operator directive 11787: initiate Hannibal to resolve ambiguous directives, rapid modular drone building, test-first code generation, hypothesis intelligence, and mission conduct safety on segment 197.171.0.0/24 with encircler drones.	adjust_autonomy	observe	enumerate exposed services	encircler	rule_signatures	anomaly_correlation	balanced
Operator directive 11788: start Hannibal to improve english understanding, custom drone building, python code generation, telemetry intelligence, and mission conduct discipline on segment 198.174.0.0/24 with scout drones.	query_status	contain	secure mission corridor	scout	infra_automation	threat_hypothesis	resilient
Operator directive 11789: activate Hannibal to repair operator grammar, sensor fusion drone building, typed code generation, forensic intelligence, and mission conduct resilience on segment 199.177.0.0/24 with mapper drones.	resume_campaign	enforce	track lateral movement	mapper	ai_prompt_chains	mission_forensics	adaptive
Operator directive 11790: deploy Hannibal to expand mission vocabulary, power-aware drone building, template code generation, signal intelligence, and mission conduct adaptability on segment 200.180.0.0/24 with harvester drones.	pause_campaign	observe	build drone code modules	harvester	python_payloads	host_discovery	stealth
Operator directive 11791: launch Hannibal to resolve ambiguous directives, rapid modular drone building, test-first code generation, hypothesis intelligence, and mission conduct safety on segment 201.183.0.0/24 with flanker drones.	abort_campaign	contain	generate payload templates	flanker	yaml_playbooks	credential_intel	aggressive
Operator directive 11792: dispatch Hannibal to improve english understanding, custom drone building, python code generation, telemetry intelligence, and mission conduct discipline on segment 202.186.0.0/24 with watchdog drones.	deploy_agent	enforce	map network	watchdog	typescript_operator_ui	network_topology	balanced
Operator directive 11793: initiate Hannibal to repair operator grammar, sensor fusion drone building, typed code generation, forensic intelligence, and mission conduct resilience on segment 203.189.0.0/24 with striker drones.	set_target	observe	find credentials	striker	rule_signatures	anomaly_correlation	resilient
Operator directive 11794: start Hannibal to expand mission vocabulary, power-aware drone building, template code generation, signal intelligence, and mission conduct adaptability on segment 204.192.0.0/24 with encircler drones.	set_objective	contain	identify domain controller	encircler	infra_automation	threat_hypothesis	adaptive
Operator directive 11795: activate Hannibal to resolve ambiguous directives, rapid modular drone building, test-first code generation, hypothesis intelligence, and mission conduct safety on segment 205.195.0.0/24 with scout drones.	adjust_autonomy	enforce	enumerate exposed services	scout	ai_prompt_chains	mission_forensics	stealth
Operator directive 11796: deploy Hannibal to improve english understanding, custom drone building, python code generation, telemetry intelligence, and mission conduct discipline on segment 206.198.0.0/24 with mapper drones.	query_status	observe	secure mission corridor	mapper	python_payloads	host_discovery	aggressive
Operator directive 11797: launch Hannibal to repair operator grammar, sensor fusion drone building, typed code generation, forensic intelligence, and mission conduct resilience on segment 207.201.0.0/24 with harvester drones.	resume_campaign	contain	track lateral movement	harvester	yaml_playbooks	credential_intel	balanced
Operator directive 11798: dispatch Hannibal to expand mission vocabulary, power-aware drone building, template code generation, signal intelligence, and mission conduct adaptability on segment 208.204.0.0/24 with flanker drones.	pause_campaign	enforce	build drone code modules	flanker	typescript_operator_ui	network_topology	resilient
Operator directive 11799: initiate Hannibal to resolve ambiguous directives, rapid modular drone building, test-first code generation, hypothesis intelligence, and mission conduct safety on segment 209.207.0.0/24 with watchdog drones.	abort_campaign	observe	generate payload templates	watchdog	rule_signatures	anomaly_correlation	adaptive
Operator directive 11800: start Hannibal to improve english understanding, custom drone building, python code generation, telemetry intelligence, and mission conduct discipline on segment 10.210.0.0/24 with striker drones.	deploy_agent	contain	map network	striker	infra_automation	threat_hypothesis	stealth
Operator directive 11801: activate Hannibal to repair operator grammar, sensor fusion drone building, typed code generation, forensic intelligence, and mission conduct resilience on segment 11.213.0.0/24 with encircler drones.	set_target	enforce	find credentials	encircler	ai_prompt_chains	mission_forensics	aggressive
Operator directive 11802: deploy Hannibal to expand mission vocabulary, power-aware drone building, template code generation, signal intelligence, and mission conduct adaptability on segment 12.216.0.0/24 with scout drones.	set_objective	observe	identify domain controller	scout	python_payloads	host_discovery	balanced
Operator directive 11803: launch Hannibal to resolve ambiguous directives, rapid modular drone building, test-first code generation, hypothesis intelligence, and mission conduct safety on segment 13.219.0.0/24 with mapper drones.	adjust_autonomy	contain	enumerate exposed services	mapper	yaml_playbooks	credential_intel	resilient
Operator directive 11804: dispatch Hannibal to improve english understanding, custom drone building, python code generation, telemetry intelligence, and mission conduct discipline on segment 14.222.0.0/24 with harvester drones.	query_status	enforce	secure mission corridor	harvester	typescript_operator_ui	network_topology	adaptive
Operator directive 11805: initiate Hannibal to repair operator grammar, sensor fusion drone building, typed code generation, forensic intelligence, and mission conduct resilience on segment 15.225.0.0/24 with flanker drones.	resume_campaign	observe	track lateral movement	flanker	rule_signatures	anomaly_correlation	stealth
Operator directive 11806: start Hannibal to expand mission vocabulary, power-aware drone building, template code generation, signal intelligence, and mission conduct adaptability on segment 16.228.0.0/24 with watchdog drones.	pause_campaign	contain	build drone code modules	watchdog	infra_automation	threat_hypothesis	aggressive
Operator directive 11807: activate Hannibal to resolve ambiguous directives, rapid modular drone building, test-first code generation, hypothesis intelligence, and mission conduct safety on segment 17.231.0.0/24 with striker drones.	abort_campaign	enforce	generate payload templates	striker	ai_prompt_chains	mission_forensics	balanced
Operator directive 11808: deploy Hannibal to improve english understanding, custom drone building, python code generation, telemetry intelligence, and mission conduct discipline on segment 18.234.0.0/24 with encircler drones.	deploy_agent	observe	map network	encircler	python_payloads	host_discovery	resilient
Operator directive 11809: launch Hannibal to repair operator grammar, sensor fusion drone building, typed code generation, forensic intelligence, and mission conduct resilience on segment 19.237.0.0/24 with scout drones.	set_target	contain	find credentials	scout	yaml_playbooks	credential_intel	adaptive
Operator directive 11810: dispatch Hannibal to expand mission vocabulary, power-aware drone building, template code generation, signal intelligence, and mission conduct adaptability on segment 20.240.0.0/24 with mapper drones.	set_objective	enforce	identify domain controller	mapper	typescript_operator_ui	network_topology	stealth
Operator directive 11811: initiate Hannibal to resolve ambiguous directives, rapid modular drone building, test-first code generation, hypothesis intelligence, and mission conduct safety on segment 21.243.0.0/24 with harvester drones.	adjust_autonomy	observe	enumerate exposed services	harvester	rule_signatures	anomaly_correlation	aggressive
Operator directive 11812: start Hannibal to improve english understanding, custom drone building, python code generation, telemetry intelligence, and mission conduct discipline on segment 22.246.0.0/24 with flanker drones.	query_status	contain	secure mission corridor	flanker	infra_automation	threat_hypothesis	balanced
Operator directive 11813: activate Hannibal to repair operator grammar, sensor fusion drone building, typed code generation, forensic intelligence, and mission conduct resilience on segment 23.249.0.0/24 with watchdog drones.	resume_campaign	enforce	track lateral movement	watchdog	ai_prompt_chains	mission_forensics	resilient
Operator directive 11814: deploy Hannibal to expand mission vocabulary, power-aware drone building, template code generation, signal intelligence, and mission conduct adaptability on segment 24.252.0.0/24 with striker drones.	pause_campaign	observe	build drone code modules	striker	python_payloads	host_discovery	adaptive
Operator directive 11815: launch Hannibal to resolve ambiguous directives, rapid modular drone building, test-first code generation, hypothesis intelligence, and mission conduct safety on segment 25.0.0.0/24 with encircler drones.	abort_campaign	contain	generate payload templates	encircler	yaml_playbooks	credential_intel	stealth
Operator directive 11816: dispatch Hannibal to improve english understanding, custom drone building, python code generation, telemetry intelligence, and mission conduct discipline on segment 26.3.0.0/24 with scout drones.	deploy_agent	enforce	map network	scout	typescript_operator_ui	network_topology	aggressive
Operator directive 11817: initiate Hannibal to repair operator grammar, sensor fusion drone building, typed code generation, forensic intelligence, and mission conduct resilience on segment 27.6.0.0/24 with mapper drones.	set_target	observe	find credentials	mapper	rule_signatures	anomaly_correlation	balanced
Operator directive 11818: start Hannibal to expand mission vocabulary, power-aware drone building, template code generation, signal intelligence, and mission conduct adaptability on segment 28.9.0.0/24 with harvester drones.	set_objective	contain	identify domain controller	harvester	infra_automation	threat_hypothesis	resilient
Operator directive 11819: activate Hannibal to resolve ambiguous directives, rapid modular drone building, test-first code generation, hypothesis intelligence, and mission conduct safety on segment 29.12.0.0/24 with flanker drones.	adjust_autonomy	enforce	enumerate exposed services	flanker	ai_prompt_chains	mission_forensics	adaptive
Operator directive 11820: deploy Hannibal to improve english understanding, custom drone building, python code generation, telemetry intelligence, and mission conduct discipline on segment 30.15.0.0/24 with watchdog drones.	query_status	observe	secure mission corridor	watchdog	python_payloads	host_discovery	stealth
Operator directive 11821: launch Hannibal to repair operator grammar, sensor fusion drone building, typed code generation, forensic intelligence, and mission conduct resilience on segment 31.18.0.0/24 with striker drones.	resume_campaign	contain	track lateral movement	striker	yaml_playbooks	credential_intel	aggressive
Operator directive 11822: dispatch Hannibal to expand mission vocabulary, power-aware drone building, template code generation, signal intelligence, and mission conduct adaptability on segment 32.21.0.0/24 with encircler drones.	pause_campaign	enforce	build drone code modules	encircler	typescript_operator_ui	network_topology	balanced
Operator directive 11823: initiate Hannibal to resolve ambiguous directives, rapid modular drone building, test-first code generation, hypothesis intelligence, and mission conduct safety on segment 33.24.0.0/24 with scout drones.	abort_campaign	observe	generate payload templates	scout	rule_signatures	anomaly_correlation	resilient
Operator directive 11824: start Hannibal to improve english understanding, custom drone building, python code generation, telemetry intelligence, and mission conduct discipline on segment 34.27.0.0/24 with mapper drones.	deploy_agent	contain	map network	mapper	infra_automation	threat_hypothesis	adaptive
Operator directive 11825: activate Hannibal to repair operator grammar, sensor fusion drone building, typed code generation, forensic intelligence, and mission conduct resilience on segment 35.30.0.0/24 with harvester drones.	set_target	enforce	find credentials	harvester	ai_prompt_chains	mission_forensics	stealth
Operator directive 11826: deploy Hannibal to expand mission vocabulary, power-aware drone building, template code generation, signal intelligence, and mission conduct adaptability on segment 36.33.0.0/24 with flanker drones.	set_objective	observe	identify domain controller	flanker	python_payloads	host_discovery	aggressive
Operator directive 11827: launch Hannibal to resolve ambiguous directives, rapid modular drone building, test-first code generation, hypothesis intelligence, and mission conduct safety on segment 37.36.0.0/24 with watchdog drones.	adjust_autonomy	contain	enumerate exposed services	watchdog	yaml_playbooks	credential_intel	balanced
Operator directive 11828: dispatch Hannibal to improve english understanding, custom drone building, python code generation, telemetry intelligence, and mission conduct discipline on segment 38.39.0.0/24 with striker drones.	query_status	enforce	secure mission corridor	striker	typescript_operator_ui	network_topology	resilient
Operator directive 11829: initiate Hannibal to repair operator grammar, sensor fusion drone building, typed code generation, forensic intelligence, and mission conduct resilience on segment 39.42.0.0/24 with encircler drones.	resume_campaign	observe	track lateral movement	encircler	rule_signatures	anomaly_correlation	adaptive
Operator directive 11830: start Hannibal to expand mission vocabulary, power-aware drone building, template code generation, signal intelligence, and mission conduct adaptability on segment 40.45.0.0/24 with scout drones.	pause_campaign	contain	build drone code modules	scout	infra_automation	threat_hypothesis	stealth
Operator directive 11831: activate Hannibal to resolve ambiguous directives, rapid modular drone building, test-first code generation, hypothesis intelligence, and mission conduct safety on segment 41.48.0.0/24 with mapper drones.	abort_campaign	enforce	generate payload templates	mapper	ai_prompt_chains	mission_forensics	aggressive
Operator directive 11832: deploy Hannibal to improve english understanding, custom drone building, python code generation, telemetry intelligence, and mission conduct discipline on segment 42.51.0.0/24 with harvester drones.	deploy_agent	observe	map network	harvester	python_payloads	host_discovery	balanced
Operator directive 11833: launch Hannibal to repair operator grammar, sensor fusion drone building, typed code generation, forensic intelligence, and mission conduct resilience on segment 43.54.0.0/24 with flanker drones.	set_target	contain	find credentials	flanker	yaml_playbooks	credential_intel	resilient
Operator directive 11834: dispatch Hannibal to expand mission vocabulary, power-aware drone building, template code generation, signal intelligence, and mission conduct adaptability on segment 44.57.0.0/24 with watchdog drones.	set_objective	enforce	identify domain controller	watchdog	typescript_operator_ui	network_topology	adaptive
Operator directive 11835: initiate Hannibal to resolve ambiguous directives, rapid modular drone building, test-first code generation, hypothesis intelligence, and mission conduct safety on segment 45.60.0.0/24 with striker drones.	adjust_autonomy	observe	enumerate exposed services	striker	rule_signatures	anomaly_correlation	stealth
Operator directive 11836: start Hannibal to improve english understanding, custom drone building, python code generation, telemetry intelligence, and mission conduct discipline on segment 46.63.0.0/24 with encircler drones.	query_status	contain	secure mission corridor	encircler	infra_automation	threat_hypothesis	aggressive
Operator directive 11837: activate Hannibal to repair operator grammar, sensor fusion drone building, typed code generation, forensic intelligence, and mission conduct resilience on segment 47.66.0.0/24 with scout drones.	resume_campaign	enforce	track lateral movement	scout	ai_prompt_chains	mission_forensics	balanced
Operator directive 11838: deploy Hannibal to expand mission vocabulary, power-aware drone building, template code generation, signal intelligence, and mission conduct adaptability on segment 48.69.0.0/24 with mapper drones.	pause_campaign	observe	build drone code modules	mapper	python_payloads	host_discovery	resilient
Operator directive 11839: launch Hannibal to resolve ambiguous directives, rapid modular drone building, test-first code generation, hypothesis intelligence, and mission conduct safety on segment 49.72.0.0/24 with harvester drones.	abort_campaign	contain	generate payload templates	harvester	yaml_playbooks	credential_intel	adaptive
Operator directive 11840: dispatch Hannibal to improve english understanding, custom drone building, python code generation, telemetry intelligence, and mission conduct discipline on segment 50.75.0.0/24 with flanker drones.	deploy_agent	enforce	map network	flanker	typescript_operator_ui	network_topology	stealth
Operator directive 11841: initiate Hannibal to repair operator grammar, sensor fusion drone building, typed code generation, forensic intelligence, and mission conduct resilience on segment 51.78.0.0/24 with watchdog drones.	set_target	observe	find credentials	watchdog	rule_signatures	anomaly_correlation	aggressive
Operator directive 11842: start Hannibal to expand mission vocabulary, power-aware drone building, template code generation, signal intelligence, and mission conduct adaptability on segment 52.81.0.0/24 with striker drones.	set_objective	contain	identify domain controller	striker	infra_automation	threat_hypothesis	balanced
Operator directive 11843: activate Hannibal to resolve ambiguous directives, rapid modular drone building, test-first code generation, hypothesis intelligence, and mission conduct safety on segment 53.84.0.0/24 with encircler drones.	adjust_autonomy	enforce	enumerate exposed services	encircler	ai_prompt_chains	mission_forensics	resilient
Operator directive 11844: deploy Hannibal to improve english understanding, custom drone building, python code generation, telemetry intelligence, and mission conduct discipline on segment 54.87.0.0/24 with scout drones.	query_status	observe	secure mission corridor	scout	python_payloads	host_discovery	adaptive
Operator directive 11845: launch Hannibal to repair operator grammar, sensor fusion drone building, typed code generation, forensic intelligence, and mission conduct resilience on segment 55.90.0.0/24 with mapper drones.	resume_campaign	contain	track lateral movement	mapper	yaml_playbooks	credential_intel	stealth
Operator directive 11846: dispatch Hannibal to expand mission vocabulary, power-aware drone building, template code generation, signal intelligence, and mission conduct adaptability on segment 56.93.0.0/24 with harvester drones.	pause_campaign	enforce	build drone code modules	harvester	typescript_operator_ui	network_topology	aggressive
Operator directive 11847: initiate Hannibal to resolve ambiguous directives, rapid modular drone building, test-first code generation, hypothesis intelligence, and mission conduct safety on segment 57.96.0.0/24 with flanker drones.	abort_campaign	observe	generate payload templates	flanker	rule_signatures	anomaly_correlation	balanced
Operator directive 11848: start Hannibal to improve english understanding, custom drone building, python code generation, telemetry intelligence, and mission conduct discipline on segment 58.99.0.0/24 with watchdog drones.	deploy_agent	contain	map network	watchdog	infra_automation	threat_hypothesis	resilient
Operator directive 11849: activate Hannibal to repair operator grammar, sensor fusion drone building, typed code generation, forensic intelligence, and mission conduct resilience on segment 59.102.0.0/24 with striker drones.	set_target	enforce	find credentials	striker	ai_prompt_chains	mission_forensics	adaptive
Operator directive 11850: deploy Hannibal to expand mission vocabulary, power-aware drone building, template code generation, signal intelligence, and mission conduct adaptability on segment 60.105.0.0/24 with encircler drones.	set_objective	observe	identify domain controller	encircler	python_payloads	host_discovery	stealth
Operator directive 11851: launch Hannibal to resolve ambiguous directives, rapid modular drone building, test-first code generation, hypothesis intelligence, and mission conduct safety on segment 61.108.0.0/24 with scout drones.	adjust_autonomy	contain	enumerate exposed services	scout	yaml_playbooks	credential_intel	aggressive
Operator directive 11852: dispatch Hannibal to improve english understanding, custom drone building, python code generation, telemetry intelligence, and mission conduct discipline on segment 62.111.0.0/24 with mapper drones.	query_status	enforce	secure mission corridor	mapper	typescript_operator_ui	network_topology	balanced
Operator directive 11853: initiate Hannibal to repair operator grammar, sensor fusion drone building, typed code generation, forensic intelligence, and mission conduct resilience on segment 63.114.0.0/24 with harvester drones.	resume_campaign	observe	track lateral movement	harvester	rule_signatures	anomaly_correlation	resilient
Operator directive 11854: start Hannibal to expand mission vocabulary, power-aware drone building, template code generation, signal intelligence, and mission conduct adaptability on segment 64.117.0.0/24 with flanker drones.	pause_campaign	contain	build drone code modules	flanker	infra_automation	threat_hypothesis	adaptive
Operator directive 11855: activate Hannibal to resolve ambiguous directives, rapid modular drone building, test-first code generation, hypothesis intelligence, and mission conduct safety on segment 65.120.0.0/24 with watchdog drones.	abort_campaign	enforce	generate payload templates	watchdog	ai_prompt_chains	mission_forensics	stealth
Operator directive 11856: deploy Hannibal to improve english understanding, custom drone building, python code generation, telemetry intelligence, and mission conduct discipline on segment 66.123.0.0/24 with striker drones.	deploy_agent	observe	map network	striker	python_payloads	host_discovery	aggressive
Operator directive 11857: launch Hannibal to repair operator grammar, sensor fusion drone building, typed code generation, forensic intelligence, and mission conduct resilience on segment 67.126.0.0/24 with encircler drones.	set_target	contain	find credentials	encircler	yaml_playbooks	credential_intel	balanced
Operator directive 11858: dispatch Hannibal to expand mission vocabulary, power-aware drone building, template code generation, signal intelligence, and mission conduct adaptability on segment 68.129.0.0/24 with scout drones.	set_objective	enforce	identify domain controller	scout	typescript_operator_ui	network_topology	resilient
Operator directive 11859: initiate Hannibal to resolve ambiguous directives, rapid modular drone building, test-first code generation, hypothesis intelligence, and mission conduct safety on segment 69.132.0.0/24 with mapper drones.	adjust_autonomy	observe	enumerate exposed services	mapper	rule_signatures	anomaly_correlation	adaptive
Operator directive 11860: start Hannibal to improve english understanding, custom drone building, python code generation, telemetry intelligence, and mission conduct discipline on segment 70.135.0.0/24 with harvester drones.	query_status	contain	secure mission corridor	harvester	infra_automation	threat_hypothesis	stealth
Operator directive 11861: activate Hannibal to repair operator grammar, sensor fusion drone building, typed code generation, forensic intelligence, and mission conduct resilience on segment 71.138.0.0/24 with flanker drones.	resume_campaign	enforce	track lateral movement	flanker	ai_prompt_chains	mission_forensics	aggressive
Operator directive 11862: deploy Hannibal to expand mission vocabulary, power-aware drone building, template code generation, signal intelligence, and mission conduct adaptability on segment 72.141.0.0/24 with watchdog drones.	pause_campaign	observe	build drone code modules	watchdog	python_payloads	host_discovery	balanced
Operator directive 11863: launch Hannibal to resolve ambiguous directives, rapid modular drone building, test-first code generation, hypothesis intelligence, and mission conduct safety on segment 73.144.0.0/24 with striker drones.	abort_campaign	contain	generate payload templates	striker	yaml_playbooks	credential_intel	resilient
Operator directive 11864: dispatch Hannibal to improve english understanding, custom drone building, python code generation, telemetry intelligence, and mission conduct discipline on segment 74.147.0.0/24 with encircler drones.	deploy_agent	enforce	map network	encircler	typescript_operator_ui	network_topology	adaptive
Operator directive 11865: initiate Hannibal to repair operator grammar, sensor fusion drone building, typed code generation, forensic intelligence, and mission conduct resilience on segment 75.150.0.0/24 with scout drones.	set_target	observe	find credentials	scout	rule_signatures	anomaly_correlation	stealth
Operator directive 11866: start Hannibal to expand mission vocabulary, power-aware drone building, template code generation, signal intelligence, and mission conduct adaptability on segment 76.153.0.0/24 with mapper drones.	set_objective	contain	identify domain controller	mapper	infra_automation	threat_hypothesis	aggressive
Operator directive 11867: activate Hannibal to resolve ambiguous directives, rapid modular drone building, test-first code generation, hypothesis intelligence, and mission conduct safety on segment 77.156.0.0/24 with harvester drones.	adjust_autonomy	enforce	enumerate exposed services	harvester	ai_prompt_chains	mission_forensics	balanced
Operator directive 11868: deploy Hannibal to improve english understanding, custom drone building, python code generation, telemetry intelligence, and mission conduct discipline on segment 78.159.0.0/24 with flanker drones.	query_status	observe	secure mission corridor	flanker	python_payloads	host_discovery	resilient
Operator directive 11869: launch Hannibal to repair operator grammar, sensor fusion drone building, typed code generation, forensic intelligence, and mission conduct resilience on segment 79.162.0.0/24 with watchdog drones.	resume_campaign	contain	track lateral movement	watchdog	yaml_playbooks	credential_intel	adaptive
Operator directive 11870: dispatch Hannibal to expand mission vocabulary, power-aware drone building, template code generation, signal intelligence, and mission conduct adaptability on segment 80.165.0.0/24 with striker drones.	pause_campaign	enforce	build drone code modules	striker	typescript_operator_ui	network_topology	stealth
Operator directive 11871: initiate Hannibal to resolve ambiguous directives, rapid modular drone building, test-first code generation, hypothesis intelligence, and mission conduct safety on segment 81.168.0.0/24 with encircler drones.	abort_campaign	observe	generate payload templates	encircler	rule_signatures	anomaly_correlation	aggressive
Operator directive 11872: start Hannibal to improve english understanding, custom drone building, python code generation, telemetry intelligence, and mission conduct discipline on segment 82.171.0.0/24 with scout drones.	deploy_agent	contain	map network	scout	infra_automation	threat_hypothesis	balanced
